Date,ticker,curve
2008-01-02,CME_C,0.023505355673653305
2008-01-02,CME_CL,-0.0029153074178731586
2008-01-02,CME_GC,0.007875880414650815
2008-01-02,CME_HG,0.0029459923106880392
2008-01-02,CME_NG,0.0019090047159244783
2008-01-02,CME_W,0.008163310639161203
2008-01-02,ICE_CT,0.02452263128790566
2008-01-02,ICE_N,0.01334049133210391
2008-01-03,CME_C,0.022806610354883183
2008-01-03,CME_CL,-0.002422775261424981
2008-01-03,CME_GC,0.007907897492977156
2008-01-03,CME_HG,0.003617778228224955
2008-01-03,CME_NG,0.003122563036793924
2008-01-03,CME_W,0.007905179507113225
2008-01-03,ICE_CT,0.02429851412101236
2008-01-03,ICE_N,0.01445394123079402
2008-01-04,CME_C,0.02381695006962481
2008-01-04,CME_CL,-0.002249489701128482
2008-01-04,CME_GC,0.007824225854854205
2008-01-04,CME_HG,0.003971095679981884
2008-01-04,CME_NG,-0.003833380620624549
2008-01-04,CME_W,0.013859496899921275
2008-01-04,ICE_CT,0.024021291643566478
2008-01-04,ICE_N,0.01474539000718289
2008-01-07,CME_C,0.02384218896275936
2008-01-07,CME_CL,-0.0020001059354708417
2008-01-07,CME_GC,0.007857678515978073
2008-01-07,CME_HG,0.0041513711224761
2008-01-07,CME_NG,7.612281514508545e-4
2008-01-07,CME_W,0.014020848241938388
2008-01-07,ICE_CT,0.024073379181520416
2008-01-07,ICE_N,0.014220573083380872
2008-01-08,CME_C,0.02322685060981655
2008-01-08,CME_CL,-0.002598618997804003
2008-01-08,CME_GC,0.007807677569297233
2008-01-08,CME_HG,0.0045717848602595534
2008-01-08,CME_NG,0.002131528610933575
2008-01-08,CME_W,0.014223434534127222
2008-01-08,ICE_CT,0.02334625607362195
2008-01-08,ICE_N,0.01444705893107956
2008-01-09,CME_C,0.02432202686901519
2008-01-09,CME_CL,-0.00460975148412146
2008-01-09,CME_GC,0.007795328408827018
2008-01-09,CME_HG,0.0030585740314201804
2008-01-09,CME_NG,-0.001235483231037282
2008-01-09,CME_W,0.014509183101146128
2008-01-09,ICE_CT,0.024190687946292755
2008-01-09,ICE_N,0.01426848503920719
2008-01-10,CME_C,0.02340809089801521
2008-01-10,CME_CL,-0.0053498950626664765
2008-01-10,CME_GC,0.0075808612775860595
2008-01-10,CME_HG,0.003520321994735731
2008-01-10,CME_NG,-0.00802338366890254
2008-01-10,CME_W,0.011267724846342198
2008-01-10,ICE_CT,0.02478002899848697
2008-01-10,ICE_N,0.01613955093881203
2008-01-11,CME_C,0.02247285585205816
2008-01-11,CME_CL,-0.005734394940160037
2008-01-11,CME_GC,0.007435803641172356
2008-01-11,CME_HG,0.0030409024497202175
2008-01-11,CME_NG,-0.003416303957130218
2008-01-11,CME_W,0.014467292047584124
2008-01-11,ICE_CT,0.023729927042110077
2008-01-11,ICE_N,0.01743112447759665
2008-01-14,CME_C,0.023644044742521686
2008-01-14,CME_CL,-0.003509335233416344
2008-01-14,CME_GC,0.0072791762903916535
2008-01-14,CME_HG,0.0030102370714242266
2008-01-14,CME_NG,-0.00986533506399967
2008-01-14,CME_W,0.01836896597237825
2008-01-14,ICE_CT,0.02551441786878339
2008-01-14,ICE_N,0.015514560464208849
2008-01-15,CME_C,0.024261257890304755
2008-01-15,CME_CL,-0.0018515498400777375
2008-01-15,CME_GC,0.007285604585486993
2008-01-15,CME_HG,0.0031007776782481233
2008-01-15,CME_NG,-0.007962313150952749
2008-01-15,CME_W,0.013852112808152128
2008-01-15,ICE_CT,0.024934138354010038
2008-01-15,ICE_N,0.01653498128468389
2008-01-16,CME_C,0.024085705974668414
2008-01-16,CME_CL,-0.005298025637554993
2008-01-16,CME_GC,0.007004886851210479
2008-01-16,CME_HG,0.0015802784578169415
2008-01-16,CME_NG,-0.009016302666100984
2008-01-16,CME_W,0.015529093859965037
2008-01-16,ICE_CT,0.023833745591805844
2008-01-16,ICE_N,0.017188909095286142
2008-01-17,CME_C,0.02508122621617037
2008-01-17,CME_CL,-0.006232630081214552
2008-01-17,CME_GC,0.006903994374693134
2008-01-17,CME_HG,0.002362763956575087
2008-01-17,CME_NG,-0.007826613030994967
2008-01-17,CME_W,0.016869140139222694
2008-01-17,ICE_CT,0.02376975274527382
2008-01-17,ICE_N,0.017492137445793476
2008-01-18,CME_C,0.02428867851181593
2008-01-18,CME_CL,-0.007202646241476707
2008-01-18,CME_GC,0.0067819859812923156
2008-01-18,CME_HG,0.0018590245477883016
2008-01-18,CME_NG,-0.005771659685839481
2008-01-18,CME_W,0.015464225697582101
2008-01-18,ICE_CT,0.024992574838751835
2008-01-18,ICE_N,0.015037877364540542
2008-01-21,ICE_N,0.01453533110864802
2008-01-22,CME_C,0.02474248914590671
2008-01-22,CME_CL,-0.007148472303875941
2008-01-22,CME_GC,0.006158689193574318
2008-01-22,CME_HG,0.001566661764900168
2008-01-22,CME_NG,-0.0030032013170764316
2008-01-22,CME_W,0.015932360381085253
2008-01-22,ICE_CT,0.02517101216090456
2008-01-22,ICE_N,0.015143892548369897
2008-01-23,CME_C,0.025251210135376567
2008-01-23,CME_CL,-0.004262433732969306
2008-01-23,CME_GC,0.005645904789701284
2008-01-23,CME_HG,0.0013048444193570763
2008-01-23,CME_NG,-0.005262477609813576
2008-01-23,CME_W,0.01589510034445052
2008-01-23,ICE_CT,0.026286215179821326
2008-01-23,ICE_N,0.013065157598303068
2008-01-24,CME_C,0.024231372344593716
2008-01-24,CME_CL,-0.004708528878455631
2008-01-24,CME_GC,0.0059438810108582985
2008-01-24,CME_HG,0.001420791145944733
2008-01-24,CME_NG,-0.0024382431072136335
2008-01-24,CME_W,0.01582570546181561
2008-01-24,ICE_CT,0.025409191438464873
2008-01-24,ICE_N,0.014395621205221976
2008-01-25,CME_C,0.02477827460482729
2008-01-25,CME_CL,-0.0026493005892032073
2008-01-25,CME_GC,0.006021146878868677
2008-01-25,CME_HG,0.0012586534071963307
2008-01-25,CME_NG,-0.0036393338781630646
2008-01-25,CME_W,0.015421736109237472
2008-01-25,ICE_CT,0.02631156945292279
2008-01-25,ICE_N,0.015409944523735675
2008-01-28,CME_C,0.023611524838022646
2008-01-28,CME_CL,-0.0022004629849341484
2008-01-28,CME_GC,0.006129380983290744
2008-01-28,CME_HG,0.0010993326588109031
2008-01-28,CME_NG,-0.006568778654516549
2008-01-28,CME_W,0.01494488006139516
2008-01-28,ICE_CT,0.026868581487183185
2008-01-28,ICE_N,0.016209884430665178
2008-01-29,CME_C,0.02318229586762577
2008-01-29,CME_CL,-0.002403584681696991
2008-01-29,CME_GC,0.006142591650863949
2008-01-29,CME_HG,0.001063587428379087
2008-01-29,CME_NG,-0.0066503789871585894
2008-01-29,CME_W,0.018888284520206078
2008-01-29,ICE_CT,0.026321114585917016
2008-01-29,ICE_N,0.017869014060785116
2008-01-30,CME_C,0.023297212288061253
2008-01-30,CME_CL,-0.0018429188369548655
2008-01-30,CME_GC,0.006172524876840058
2008-01-30,CME_HG,0.0032596070770374297
2008-01-30,CME_NG,-1.2430853394063135e-4
2008-01-30,CME_W,0.017728103293580766
2008-01-30,ICE_CT,0.02691003446779483
2008-01-30,ICE_N,0.018255654513692487
2008-01-31,CME_C,0.023658077278263967
2008-01-31,CME_CL,-7.632339682501765e-4
2008-01-31,CME_GC,0.005727578201690342
2008-01-31,CME_HG,0.0025806465934916645
2008-01-31,CME_NG,0
2008-01-31,CME_W,0.01706708093701348
2008-01-31,ICE_CT,0.027785626323604262
2008-01-31,ICE_N,NA
2008-02-01,CME_C,0.02515545714376799
2008-02-01,CME_CL,4.495392298675682e-4
2008-02-01,CME_GC,0.005268369116760319
2008-02-01,CME_HG,0.0038264376679235657
2008-02-01,CME_NG,0.004511770463661691
2008-02-01,CME_W,0.01838769957515396
2008-02-01,ICE_CT,0.027779564107075494
2008-02-01,ICE_N,0.06588155772314952
2008-02-04,CME_C,0.023712700704023426
2008-02-04,CME_CL,5.552779308652944e-4
2008-02-04,CME_GC,0.004960601033822343
2008-02-04,CME_HG,0.003188342486855289
2008-02-04,CME_NG,0.002538394560106294
2008-02-04,CME_W,0.01706830380023483
2008-02-04,ICE_CT,0.027497078229490768
